gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wkpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
FRA1TMNT1/170120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/170120?gameHash=d551ca7bb1a6324b,EU CS,2014,Spring,1,2014-04-01 21:44:04,2,4.04,9,Red,bot,Woolite,Denial eSports.Europe,Lucian,Draven,Evelynn,Renekton,,,2280,1,6,4,7,19,15,1,0,0,0,0,0,0,0,0.5,0.8947,,,,,,,,,,,,,,,,,,,,,,,,1,0,34298,902.5789,0.32113,9,0.2368,2,0.0526,0,0,0,14839,10203,268.5,0.256802,11693,,305,269,36,32,4,8.0263,3090,3588,74,2802,2242,47,288,1346,27,4952,5986,115,5170,5623,100,-218,363,15
FRA1TMNT1/170120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/170120?gameHash=d551ca7bb1a6324b,EU CS,2014,Spring,1,2014-04-01 21:44:04,2,4.04,10,Red,sup,unknown player,Denial eSports.Europe,Karma,Draven,Evelynn,Renekton,,,2280,1,1,3,13,19,15,0,0,0,0,1,0,1,0,0.5,0.8947,,,,,,,,,,,,,,,,,,,,,,,,0,0,13124,345.3684,0.122879,47,1.2368,4,0.1053,5,0,0,9687,5051,132.9211,0.12713,6325,,31,29,2,0,2,0.8158,2180,2050,15,1856,2107,2,324,-57,13,3330,2927,21,3604,4121,4,-274,-1194,17
FRA1TMNT1/170120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/170120?gameHash=d551ca7bb1a6324b,EU CS,2014,Spring,1,2014-04-01 21:44:04,2,4.04,100,Blue,team,,Team Coast Gold,,Ziggs,Thresh,Kha'Zix,,,2280,0,15,20,40,15,20,1,1,0,0,0,,,,0.3947,0.8947,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,1,3,7,1,1,0,1,81273,2138.7632,,85,2.2368,20,0.5263,6,0,0,57797,34617,910.9737,,57200,0.115228,,752,202,181,21,25.1053,12423,14216,191,12938,15927,238,-515,-1711,-47,21883,27004,345,20828,26278,405,1055,726,-60
FRA1TMNT1/170120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/170120?gameHash=d551ca7bb1a6324b,EU CS,2014,Spring,1,2014-04-01 21:44:04,2,4.04,200,Red,team,,Denial eSports.Europe,,Draven,Evelynn,Renekton,,,2280,1,19,15,44,19,15,2,0,0,0,1,,,,0.5,0.8947,1,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,0,7,3,0,0,1,0,106804,2810.6316,,106,2.7895,15,0.3947,6,0,0,62911,39731,1045.5526,,50968,-0.115228,,811,172,153,19,25.8684,12938,15927,238,12423,14216,191,515,1711,47,20828,26278,405,21883,27004,345,-1055,-726,60
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,1,Blue,top,beansu,Reason Gaming,Renekton,LeBlanc,Diana,Lee Sin,,,2247,1,1,3,5,13,11,0,0,0,0,0,0,0,0,0.3471,0.6409,,,,,,,,,,,,,,,,,,,,,,,,1,0,9396,250.8945,0.0958991,14,0.3738,3,0.0801,2,0,0,13118,8545,228.1709,0.211688,10530,,293,288,5,0,5,7.8238,3027,4552,86,3102,4726,73,-75,-174,13,4673,6795,136,4851,7213,109,-178,-418,27
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,2,Blue,jng,Kold,Reason Gaming,Elise,LeBlanc,Diana,Lee Sin,,,2247,1,3,3,5,13,11,0,0,0,0,1,1,0,0,0.3471,0.6409,,,,,,,,,,,,,,,,,,,,,,,,0,0,11072,295.6475,0.113005,20,0.534,3,0.0801,2,0,0,11681,7108,189.7997,0.176088,10520,,129,54,75,61,14,3.4446,2742,3530,39,2394,3643,44,348,-113,-5,4428,5574,56,3948,6339,74,480,-765,-18
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,3,Blue,mid,Sencux,Reason Gaming,Ziggs,LeBlanc,Diana,Lee Sin,,,2247,1,4,1,7,13,11,1,0,0,0,1,0,1,0,0.3471,0.6409,,,,,,,,,,,,,,,,,,,,,,,,1,0,41616,1111.2417,0.424748,16,0.4272,4,0.1068,2,0,0,13854,9281,247.8238,0.229922,12215,,271,222,49,42,7,7.2363,3257,4833,88,3059,4623,76,198,210,12,5135,7905,137,4263,6663,111,872,1242,26
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,4,Blue,bot,P1noy,Reason Gaming,Caitlyn,LeBlanc,Diana,Lee Sin,,,2247,1,4,2,6,13,11,0,0,0,0,0,0,0,0,0.3471,0.6409,,,,,,,,,,,,,,,,,,,,,,,,0,0,29968,800.2136,0.305865,10,0.267,0,0,1,0,0,14852,10279,274.4726,0.254647,13355,,305,259,46,38,8,8.1442,2966,3046,82,2834,3042,69,132,4,13,4410,4781,118,4867,5173,113,-457,-392,5
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,5,Blue,sup,BarneyD,Reason Gaming,Thresh,LeBlanc,Diana,Lee Sin,,,2247,1,1,2,8,13,11,0,0,0,0,0,0,0,0,0.3471,0.6409,,,,,,,,,,,,,,,,,,,,,,,,0,0,5926,158.2377,0.060483,42,1.1215,10,0.267,8,0,0,9726,5153,137.5968,0.127654,8300,,25,24,1,0,1,0.6676,1659,2601,0,1834,2924,7,-175,-323,-7,2719,4008,7,2980,4897,9,-261,-889,-2
FRA1TMNT1/160166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/160166?gameHash=0aa909dc9863bf1d,EU CS,2014,Spring,1,2014-04-02 21:18:53,1,4.04,6,Red,top,Kubon,mousesports,Shen,Yasuo,Lulu,Kha'Zix,,,2247,0,2,1,6,11,13,0,0,0,0,0,0,0,0,0.2937,0.6409,,,,,,,,,,,,,,,,,,,,,,,,0,1,11739,313.4579,0.180179,13,0.3471,2,0.0534,0,0,0,11544,6971,186.1415,0.216277,11250,,252,242,10,10,0,6.729,3102,4726,73,3027,4552,86,75,174,-13,4851,7213,109,4673,6795,136,178,418,-27
