gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wkpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
TRLH3/20127,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20127?gameHash=ebb7cbbc54b56623,EU LCS,2014,Spring,0,2014-01-31 17:16:51,1,,9,Red,bot,CandyPanda,SK Gaming,Jinx,Vi,Kassadin,Elise,,,2168,1,3,1,8,16,5,0,0,0,0,0,0,0,0,0.4428,0.5812,,,,,,,,,,,,,,,,,,,,,,,,1,0,19375,536.2085,0.254824,11,0.3044,6,0.1661,0,0,0,15617,11194,309.797,0.240252,11365,,342,328,14,7,7,9.4649,2998,2876,68,3074,2840,81,-76,36,-13,4713,4769,120,4551,4710,126,162,59,-6
TRLH3/20127,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20127?gameHash=ebb7cbbc54b56623,EU LCS,2014,Spring,0,2014-01-31 17:16:51,1,,10,Red,sup,nRated,SK Gaming,Leona,Vi,Kassadin,Elise,,,2168,1,1,0,10,16,5,0,0,0,0,0,0,0,0,0.4428,0.5812,,,,,,,,,,,,,,,,,,,,,,,,0,0,6068,167.9336,0.0798075,30,0.8303,3,0.083,1,0,0,9884,5461,151.1347,0.117205,5315,,17,17,0,0,0,0.4705,1849,3253,9,1911,2988,3,-62,265,6,2868,4907,10,2744,4876,11,124,31,-1
TRLH3/20127,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20127?gameHash=ebb7cbbc54b56623,EU LCS,2014,Spring,0,2014-01-31 17:16:51,1,,100,Blue,team,,Alliance,,Wukong,Ziggs,Annie,,,2168,0,5,16,7,5,16,0,0,0,0,1,,,,0.1384,0.5812,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,1,1,9,1,0,0,2,64116,1774.428,,84,2.3247,17,0.4705,5,0,0,49643,27527,761.8173,,33925,-0.276388,,949,169,161,8,30.941,13434,18173,273,13724,18900,262,-290,-727,11,20060,30378,462,21599,30790,452,-1539,-412,10
TRLH3/20127,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20127?gameHash=ebb7cbbc54b56623,EU LCS,2014,Spring,0,2014-01-31 17:16:51,1,,200,Red,team,,SK Gaming,,Vi,Kassadin,Elise,,,2168,1,16,5,35,16,5,2,0,0,0,0,,,,0.4428,0.5812,1,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,0,9,1,0,1,2,0,76033,2104.2343,,77,2.131,17,0.4705,5,0,0,68708,46592,1289.4465,,44805,0.276388,,982,170,141,29,31.8819,13724,18900,262,13434,18173,273,290,727,-11,21599,30790,452,20060,30378,462,1539,412,-10
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,1,Blue,top,Mimer,SUPA HOT CREW,Dr. Mundo,Kassadin,Lucian,Kayle,,,2152,1,2,0,8,18,10,0,0,0,0,0,0,0,0,0.5019,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,15842,441.6914,0.198203,12,0.3346,2,0.0558,1,0,0,12994,8601,239.8048,0.200405,10235,,236,235,1,0,1,6.5799,2826,3803,71,2868,4124,77,-42,-321,-6,4231,5869,106,4484,6784,132,-253,-915,-26
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,2,Blue,jng,Impaler,SUPA HOT CREW,Pantheon,Kassadin,Lucian,Kayle,,,2152,1,2,2,7,18,10,0,0,0,0,0,0,0,0,0.5019,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,8215,229.0428,0.10278,15,0.4182,3,0.0836,3,0,0,11811,7418,206.8216,0.172842,8325,,117,37,80,64,16,3.2621,2362,3047,38,2348,3507,41,14,-460,-3,3802,5573,59,3553,5814,69,249,-241,-10
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,3,Blue,mid,Moopz,SUPA HOT CREW,Ziggs,Kassadin,Lucian,Kayle,,,2152,1,5,1,10,18,10,1,0,0,0,0,0,0,0,0.5019,0.7807,,,,,,,,,,,,,,,,,,,,,,,,2,0,29643,826.4777,0.370871,15,0.4182,0,0,1,0,0,14733,10340,288.29,0.240924,10950,,257,232,25,22,3,7.1654,2824,3874,70,2939,4042,73,-115,-168,-3,4707,7119,134,4664,6886,131,43,233,3
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,4,Blue,bot,MrRallez,SUPA HOT CREW,Caitlyn,Kassadin,Lucian,Kayle,,,2152,1,8,3,7,18,10,1,1,0,0,1,1,0,0,0.5019,0.7807,,,,,,,,,,,,,,,,,,,,,,,,1,0,19371,540.0836,0.242356,2,0.0558,1,0.0279,0,0,0,15088,10695,298.1877,0.249195,9290,,247,236,11,9,2,6.8866,3337,3010,78,2946,2876,66,391,134,12,4942,5276,126,4727,5502,120,215,-226,6
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,5,Blue,sup,Migxa,SUPA HOT CREW,Morgana,Kassadin,Lucian,Kayle,,,2152,1,1,4,15,18,10,0,0,0,0,1,0,1,0,0.5019,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,6857,191.1803,0.0857897,41,1.1431,7,0.1952,2,0,0,10257,5864,163.4944,0.136634,8170,,15,13,2,2,0,0.4182,1936,2901,8,1857,3126,10,79,-225,-2,2688,3885,10,2522,4820,11,166,-935,-1
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,6,Red,top,YoungBuck,Copenhagen Wolves,Trundle,Gragas,Elise,Thresh,,,2152,0,1,4,4,10,18,0,0,0,0,0,0,0,0,0.2788,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,9393,261.8866,0.172434,12,0.3346,0,0,1,0,0,10322,5929,165.3067,0.192619,8650,,232,224,8,8,0,6.4684,2868,4124,77,2826,3803,71,42,321,6,4484,6784,132,4231,5869,106,253,915,26
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,7,Red,jng,Amazing,Copenhagen Wolves,Vi,Gragas,Elise,Thresh,,,2152,0,1,4,9,10,18,0,0,0,0,0,0,0,0,0.2788,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,6496,181.1152,0.119252,2,0.0558,4,0.1115,0,0,0,9452,5059,141.0502,0.164356,5575,,118,31,87,84,3,3.29,2348,3507,41,2362,3047,38,-14,460,3,3553,5814,69,3802,5573,59,-249,241,10
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,8,Red,mid,cowTard,Copenhagen Wolves,Yasuo,Gragas,Elise,Thresh,,,2152,0,4,3,3,10,18,1,0,0,0,0,0,0,0,0.2788,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,2,12662,353.0297,0.232445,15,0.4182,1,0.0279,1,0,0,12604,8211,228.9312,0.266753,5460,,299,272,27,27,0,8.3364,2939,4042,73,2824,3874,70,115,168,3,4664,6886,131,4707,7119,134,-43,-233,-3
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,9,Red,bot,FORG1VEN,Copenhagen Wolves,Jinx,Gragas,Elise,Thresh,,,2152,0,4,2,2,10,18,1,0,0,0,0,0,0,0,0.2788,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,1,16840,469.5167,0.309144,3,0.0836,1,0.0279,0,0,0,12847,8454,235.7063,0.274648,10355,,316,300,16,13,3,8.8104,2946,2876,66,3337,3010,78,-391,-134,-12,4727,5502,120,4942,5276,126,-215,226,-6
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,10,Red,sup,Unlimited,Copenhagen Wolves,Annie,Gragas,Elise,Thresh,,,2152,0,0,5,8,10,18,0,0,0,0,0,0,0,1,0.2788,0.7807,,,,,,,,,,,,,,,,,,,,,,,,0,0,9082,253.2156,0.166725,34,0.948,6,0.1673,2,0,0,7521,3128,87.2119,0.101624,4630,,25,25,0,0,0,0.697,1857,3126,10,1936,2901,8,-79,225,2,2522,4820,11,2688,3885,10,-166,935,1
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,100,Blue,team,,SUPA HOT CREW,,Kassadin,Lucian,Kayle,,,2152,1,18,10,47,18,10,2,1,0,0,1,,,,0.5019,0.7807,1,0,0,0,0,0,0,0,0,,0,0,,,,0,1,1,1,11,2,1,1,3,0,79928,2228.4758,,85,2.3699,13,0.3625,7,0,0,64883,42919,1196.6264,,46970,0.301323,,753,119,97,22,24.3123,13285,16635,265,12958,17675,267,327,-1040,-2,20370,27722,435,19950,29806,463,420,-2084,-28
TRLH3/20135,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20135?gameHash=4b073c9054164d09,EU LCS,2014,Spring,0,2014-01-31 19:04:06,1,,200,Red,team,,Copenhagen Wolves,,Gragas,Elise,Thresh,,,2152,0,10,18,26,10,18,2,0,0,0,0,,,,0.2788,0.7807,0,0,0,0,0,0,0,0,0,,0,0,,,,1,1,1,0,2,11,0,0,0,3,54473,1518.7639,,66,1.8401,12,0.3346,4,0,0,52746,30782,858.2342,,34670,-0.301323,,852,138,132,6,27.6022,12958,17675,267,13285,16635,265,-327,1040,2,19950,29806,463,20370,27722,435,-420,2084,28
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,1,Blue,top,fredy122,SK Gaming,Renekton,Caitlyn,Lucian,Vi,,,2136,1,2,2,4,14,6,0,0,0,0,0,0,0,0,0.3933,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,16913,475.0843,0.238989,12,0.3371,2,0.0562,0,0,0,13997,9635,270.6461,0.219767,9605,,333,296,37,14,23,9.3539,3031,4228,87,2784,4463,73,247,-235,14,4934,7330,150,4357,7330,126,577,0,24
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,2,Blue,jng,Svenskeren,SK Gaming,Elise,Caitlyn,Lucian,Vi,,,2136,1,4,1,7,14,6,0,0,0,0,1,1,0,0,0.3933,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,10058,282.5281,0.142124,7,0.1966,4,0.1124,1,0,0,13190,8828,247.9775,0.201359,7135,,159,49,110,88,22,4.4663,2755,3462,38,2191,2834,36,564,628,2,4461,6586,68,3463,6109,58,998,477,10
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,3,Blue,mid,Jesiz,SK Gaming,Ziggs,Caitlyn,Lucian,Vi,,,2136,1,3,0,5,14,6,0,0,0,0,0,0,0,0,0.3933,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,21676,608.8764,0.306292,13,0.3652,3,0.0843,1,0,0,15375,11013,309.3539,0.2512,10135,,375,333,42,39,3,10.5337,3157,4959,95,3089,4719,87,68,240,8,5102,8234,159,5039,8306,160,63,-72,-1
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,4,Blue,bot,CandyPanda,SK Gaming,Vayne,Caitlyn,Lucian,Vi,,,2136,1,4,0,5,14,6,1,0,0,0,1,0,1,0,0.3933,0.5618,,,,,,,,,,,,,,,,,,,,,,,,1,0,16080,451.6854,0.227218,12,0.3371,1,0.0281,0,0,0,14394,10032,281.7978,0.228823,6720,,288,271,17,15,2,8.0899,2832,2899,72,2771,2823,74,61,76,-2,4493,5267,120,4491,4651,117,2,616,3
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,5,Blue,sup,nRated,SK Gaming,Annie,Caitlyn,Lucian,Vi,,,2136,1,1,3,7,14,6,0,0,0,0,1,0,1,0,0.3933,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,6042,169.7191,0.0853764,33,0.927,6,0.1685,2,0,0,8696,4334,121.7416,0.0988504,5875,,10,9,1,0,1,0.2809,1533,3057,0,1566,2646,5,-33,411,-5,2517,4413,1,2388,3966,5,129,447,-4
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,6,Red,top,Xaxus,Team ROCCAT,Trundle,,Kassadin,Kayle,,,2136,0,0,3,3,6,14,0,0,0,0,0,0,0,0,0.1685,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,11958,335.8989,0.281882,14,0.3933,0,0,0,0,0,9925,5563,156.264,0.195213,6505,,239,234,5,5,0,6.7135,2784,4463,73,3031,4228,87,-247,235,-14,4357,7330,126,4934,7330,150,-577,0,-24
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,7,Red,jng,Jankos,Team ROCCAT,Lee Sin,,Kassadin,Kayle,,,2136,0,1,2,5,6,14,0,0,0,0,0,0,0,0,0.1685,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,6172,173.3708,0.145491,22,0.618,1,0.0281,1,0,0,8904,4542,127.5843,0.159382,6310,,119,22,97,88,9,3.3427,2191,2834,36,2755,3462,38,-564,-628,-2,3463,6109,58,4461,6586,68,-998,-477,-10
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,8,Red,mid,Overpow,Team ROCCAT,Gragas,,Kassadin,Kayle,,,2136,0,2,2,1,6,14,0,0,0,0,0,0,0,0,0.1685,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,10238,287.5843,0.241337,14,0.3933,0,0,0,0,0,12688,8326,233.8764,0.292178,6055,,362,318,44,43,1,10.1685,3089,4719,87,3157,4959,95,-68,-240,-8,5039,8306,160,5102,8234,159,-63,72,1
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,9,Red,bot,Celaver,Team ROCCAT,Jinx,,Kassadin,Kayle,,,2136,0,3,4,1,6,14,0,0,0,0,0,0,0,1,0.1685,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,1,9728,273.2584,0.229315,9,0.2528,0,0,0,0,0,12322,7960,223.5955,0.279333,10705,,315,290,25,21,4,8.8483,2771,2823,74,2832,2899,72,-61,-76,2,4491,4651,117,4493,5267,120,-2,-616,-3
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,10,Red,sup,Vander,Team ROCCAT,Thresh,,Kassadin,Kayle,,,2136,0,0,3,4,6,14,0,0,0,0,0,0,0,0,0.1685,0.5618,,,,,,,,,,,,,,,,,,,,,,,,0,0,4326,121.5169,0.101975,30,0.8427,3,0.0843,2,0,0,6468,2106,59.1573,0.0738937,5365,,11,11,0,0,0,0.309,1566,2646,5,1533,3057,0,33,-411,5,2388,3966,5,2517,4413,1,-129,-447,4
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,100,Blue,team,,SK Gaming,,Caitlyn,Lucian,Vi,,,2136,1,14,6,28,14,6,1,0,0,0,1,,,,0.3933,0.5618,1,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,0,9,1,1,1,1,0,70769,1987.8933,,77,2.1629,16,0.4494,4,0,0,65652,43840,1231.4607,,39470,0.121758,,958,207,156,51,32.7247,13308,18605,292,12401,17485,275,907,1120,17,21507,31830,498,19738,30362,466,1769,1468,32
TRLH3/20141,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20141?gameHash=50b65d09e561fcad,EU LCS,2014,Spring,0,2014-01-31 20:10:13,1,,200,Red,team,,Team ROCCAT,,,Kassadin,Kayle,,,2136,0,6,14,14,6,14,0,0,0,0,0,,,,0.1685,0.5618,0,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,1,1,9,0,0,0,1,42422,1191.6292,,89,2.5,4,0.1124,3,0,0,50307,28495,800.4213,,34940,-0.121758,,875,171,157,14,29.382,12401,17485,275,13308,18605,292,-907,-1120,-17,19738,30362,466,21507,31830,498,-1769,-1468,-32
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,1,Blue,top,Darien,Gambit Gaming,Dr. Mundo,LeBlanc,Caitlyn,Elise,,,3034,1,2,5,5,23,18,0,0,0,0,0,0,0,0,0.4548,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,28917,571.8589,0.222148,21,0.4153,2,0.0396,0,0,0,17488,11419,225.8207,0.175791,11345,,317,311,6,0,6,6.269,2903,4389,67,2522,3136,39,381,1253,28,4404,6976,111,4155,5401,80,249,1575,31
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,2,Blue,jng,Diamondprox,Gambit Gaming,Evelynn,LeBlanc,Caitlyn,Elise,,,3034,1,3,3,11,23,18,0,0,0,0,0,0,0,0,0.4548,0.8108,,,,,,,,,,,,,,,,,,,,,,,,1,0,22886,452.5906,0.175816,25,0.4944,4,0.0791,1,0,0,19247,13178,260.6065,0.202869,10360,,258,69,189,145,44,5.1022,3095,4202,60,2431,3119,27,664,1083,33,4492,6331,84,3925,5137,42,567,1194,42
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,3,Blue,mid,Alex Ich,Gambit Gaming,Zed,LeBlanc,Caitlyn,Elise,,,3034,1,9,4,5,23,18,1,0,0,0,0,0,0,0,0.4548,0.8108,,,,,,,,,,,,,,,,,,,,,,,,1,0,36133,714.5616,0.277583,47,0.9295,9,0.178,1,0,0,22347,16278,321.9117,0.250591,13055,,445,386,59,46,13,8.8003,3509,4578,79,2475,4036,51,1034,542,28,5536,8660,142,4205,6944,106,1331,1716,36
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,4,Blue,bot,Genja,Gambit Gaming,Jinx,LeBlanc,Caitlyn,Elise,,,3034,1,5,2,9,23,18,0,0,0,0,0,0,0,0,0.4548,0.8108,,,,,,,,,,,,,,,,,,,,,,,,2,0,34309,678.4904,0.263571,11,0.2175,7,0.1384,0,0,0,22123,16054,317.4819,0.247143,12035,,453,401,52,24,28,8.9585,3129,2750,69,3138,3291,93,-9,-541,-24,4668,4915,110,4969,5342,135,-301,-427,-25
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,5,Blue,sup,Edward,Gambit Gaming,Thresh,LeBlanc,Caitlyn,Elise,,,3034,1,4,4,6,23,18,1,0,0,0,0,0,0,1,0.4548,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,7925,156.7238,0.0608819,55,1.0877,12,0.2373,5,0,0,14098,8029,158.7805,0.123605,9700,,56,56,0,0,0,1.1074,1894,2777,8,1742,2510,1,152,267,7,3064,4799,20,3089,4427,12,-25,372,8
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,6,Red,top,sOAZ,Fnatic,Gragas,Kayle,Kha'Zix,Kassadin,,,3034,0,5,5,7,18,23,0,0,0,0,1,1,0,0,0.356,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,24550,485.4977,0.19353,14,0.2769,1,0.0198,0,0,0,14904,8835,174.7198,0.210798,12190,,316,310,6,2,4,6.2492,2522,3136,39,2903,4389,67,-381,-1253,-28,4155,5401,80,4404,6976,111,-249,-1575,-31
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,7,Red,jng,Cyanide,Fnatic,Lee Sin,Kayle,Kha'Zix,Kassadin,,,3034,0,5,4,8,18,23,1,0,0,0,1,0,1,0,0.356,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,1,10218,202.0699,0.0805493,29,0.5735,2,0.0396,5,0,0,12158,6089,120.4153,0.145283,10220,,107,28,79,69,10,2.116,2431,3119,27,3095,4202,60,-664,-1083,-33,3925,5137,42,4492,6331,84,-567,-1194,-42
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,8,Red,mid,xPeke,Fnatic,Fizz,Kayle,Kha'Zix,Kassadin,,,3034,0,4,5,6,18,23,0,0,0,0,1,0,1,0,0.356,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,1,28034,554.3968,0.220994,16,0.3164,3,0.0593,1,0,0,15638,9569,189.2353,0.22831,11675,,348,300,48,48,0,6.882,2475,4036,51,3509,4578,79,-1034,-542,-28,4205,6944,106,5536,8660,142,-1331,-1716,-36
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,9,Red,bot,Rekkles,Fnatic,Lucian,Kayle,Kha'Zix,Kassadin,,,3034,0,2,3,8,18,23,0,0,0,0,0,0,0,0,0.356,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,2,54592,1079.6045,0.430353,1,0.0198,7,0.1384,0,0,0,18598,12529,247.7719,0.298931,10568,,479,435,44,41,3,9.4726,3138,3291,93,3129,2750,69,9,541,24,4969,5342,135,4668,4915,110,301,427,25
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,10,Red,sup,YellOwStaR,Fnatic,Annie,Kayle,Kha'Zix,Kassadin,,,3034,0,2,6,9,18,23,0,0,0,0,1,0,1,0,0.356,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,9460,187.0798,0.0745739,71,1.4041,8,0.1582,9,0,0,10959,4890,96.704,0.116677,9990,,34,32,2,2,0,0.6724,1742,2510,1,1894,2777,8,-152,-267,-7,3089,4427,12,3064,4799,20,25,-372,-8
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,100,Blue,team,,Gambit Gaming,,LeBlanc,Caitlyn,Elise,,,3034,1,23,18,36,23,18,2,0,0,0,0,,,,0.4548,0.8108,1,0,0,0,0,0,0,0,0,,0,0,,,,1,2,0,0,11,3,1,1,4,0,130170,2574.2254,,159,3.1444,34,0.6724,7,0,0,95303,64960,1284.6407,,56495,0.0333279,,1223,306,215,91,30.2373,14530,18696,283,12308,16092,211,2222,2604,72,22164,31681,467,20343,27251,375,1821,4430,92
TRLH3/20147,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/20147?gameHash=3e23efc41e9156a8,EU LCS,2014,Spring,0,2014-01-31 21:16:12,1,,200,Red,team,,Fnatic,,Kayle,Kha'Zix,Kassadin,,,3034,0,18,23,38,18,23,1,0,0,0,1,,,,0.356,0.8108,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,2,1,3,11,0,0,0,4,126854,2508.6486,,131,2.5906,21,0.4153,15,0,0,72257,41914,828.886,,54643,-0.0333279,,1105,179,162,17,25.3922,12308,16092,211,14530,18696,283,-2222,-2604,-72,20343,27251,375,22164,31681,467,-1821,-4430,-92
TRLH3/30128,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/30128?gameHash=2d7c763e5938e4f2,EU LCS,2014,Spring,0,2014-02-06 17:34:10,1,,1,Blue,top,sOAZ,Fnatic,LeBlanc,Kayle,Wukong,Yasuo,,,2590,0,2,2,4,8,17,0,0,0,0,0,0,0,0,0.1853,0.5792,,,,,,,,,,,,,,,,,,,,,,,,0,0,28880,669.0347,0.31421,3,0.0695,5,0.1158,0,0,0,12381,7156,165.7761,0.21388,9670,,272,268,4,4,0,6.3012,2900,4483,79,2831,4287,70,69,196,9,4556,7280,136,4373,6989,122,183,291,14
