gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wkpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,1,Blue,top,sOAZ,Fnatic,Trundle,Riven,Kha'Zix,Yasuo,,,1924,1,3,0,13,21,5,0,0,0,0,1,1,0,0,0.6549,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,12569,391.9647,0.170201,13,0.4054,0,0,0,0,0,11499,7539,235.104,0.19023,8920,,209,209,0,0,0,6.5177,3080,3907,57,3086,3994,57,-6,-87,0,4837,6615,110,4788,7175,111,49,-560,-1
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,2,Blue,jng,Cyanide,Fnatic,Vi,Riven,Kha'Zix,Yasuo,,,1924,1,0,4,14,21,5,0,0,0,0,1,0,1,0,0.6549,0.8108,,,,,,,,,,,,,,,,,,,,,,,,1,0,7067,220.3846,0.0956966,12,0.3742,0,0,1,0,0,10113,6153,191.8815,0.15526,6780,,115,24,91,83,8,3.5863,2335,2732,32,3437,4157,59,-1102,-1425,-27,3869,6036,59,4976,6739,95,-1107,-703,-36
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,3,Blue,mid,xPeke,Fnatic,Orianna,Riven,Kha'Zix,Yasuo,,,1924,1,10,1,7,21,5,4,1,0,0,1,0,1,0,0.6549,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,27699,863.7942,0.375081,12,0.3742,3,0.0936,0,0,0,14564,10604,330.6861,0.267565,8750,,276,247,29,26,3,8.6071,2817,4216,73,3142,4303,68,-325,-87,5,4757,7416,133,4902,7564,126,-145,-148,7
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,4,Blue,bot,Rekkles,Fnatic,Jinx,Riven,Kha'Zix,Yasuo,,,1924,1,8,0,9,21,5,2,1,0,0,0,0,0,0,0.6549,0.8108,,,,,,,,,,,,,,,,,,,,,,,,1,0,17296,539.3763,0.234211,6,0.1871,1,0.0312,0,0,0,14210,10250,319.6466,0.258633,9260,,282,250,32,28,4,8.7942,3487,3259,78,2510,2419,51,977,840,27,5676,5475,125,4088,4477,103,1588,998,22
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,5,Blue,sup,YellOwStaR,Fnatic,Annie,Riven,Kha'Zix,Yasuo,,,1924,1,0,0,15,21,5,0,0,0,0,1,0,1,0,0.6549,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,9217,287.4324,0.12481,38,1.185,2,0.0624,3,0,0,9045,5085,158.5759,0.128312,6390,,11,11,0,0,0,0.343,2132,3079,5,1795,2783,14,337,296,-9,3479,4695,8,2592,4219,23,887,476,-15
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,6,Red,top,Darien,Gambit Gaming,Dr. Mundo,Kassadin,Nidalee,Elise,,,1924,0,1,5,2,5,21,0,0,0,0,0,0,0,0,0.1559,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,22507,701.8815,0.413945,11,0.343,3,0.0936,1,0,0,10050,6090,189.9168,0.239525,7920,,232,213,19,13,6,7.2349,3086,3994,57,3080,3907,57,6,87,0,4788,7175,111,4837,6615,110,-49,560,1
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,7,Red,jng,Diamondprox,Gambit Gaming,Shyvana,Kassadin,Nidalee,Elise,,,1924,0,2,3,2,5,21,0,0,0,0,0,0,0,0,0.1559,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,1,9262,288.8358,0.170345,15,0.4678,2,0.0624,0,0,0,9688,5728,178.6279,0.225288,8200,,164,68,96,75,21,5.1143,3437,4157,59,2335,2732,32,1102,1425,27,4976,6739,95,3869,6036,59,1107,703,36
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,8,Red,mid,Alex Ich,Gambit Gaming,LeBlanc,Kassadin,Nidalee,Elise,,,1924,0,2,2,2,5,21,0,0,0,0,0,0,0,0,0.1559,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,10991,342.7547,0.202144,7,0.2183,0,0,0,0,0,10690,6730,209.8753,0.264695,8080,,269,234,35,35,0,8.3888,3142,4303,68,2817,4216,73,325,87,-5,4902,7564,126,4757,7416,133,145,148,-7
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,9,Red,bot,Genja,Gambit Gaming,Lucian,Kassadin,Nidalee,Elise,,,1924,0,0,5,0,5,21,0,0,0,0,0,0,0,1,0.1559,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,1,8267,257.8067,0.152045,7,0.2183,1,0.0312,0,0,0,9028,5068,158.0457,0.199331,7040,,211,189,22,20,2,6.58,2510,2419,51,3487,3259,78,-977,-840,-27,4088,4477,103,5676,5475,125,-1588,-998,-22
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,10,Red,sup,Edward,Gambit Gaming,Thresh,Kassadin,Nidalee,Elise,,,1924,0,0,6,2,5,21,0,0,0,0,0,0,0,0,0.1559,0.8108,,,,,,,,,,,,,,,,,,,,,,,,0,0,3345,104.3139,0.0615206,26,0.8108,7,0.2183,1,0,0,5769,1809,56.4137,0.0711606,5675,,36,35,1,1,0,1.1227,1795,2783,14,2132,3079,5,-337,-296,9,2592,4219,23,3479,4695,8,-887,-476,15
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,100,Blue,team,,Fnatic,,Riven,Kha'Zix,Yasuo,,,1924,1,21,5,58,21,5,6,2,0,0,1,,,,0.6549,0.8108,0,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,1,10,1,1,1,2,0,73848,2302.9522,,81,2.526,6,0.1871,4,0,0,59431,39633,1235.9563,,40100,0.0827112,,741,152,137,15,27.8482,13851,17193,245,13970,17656,249,-119,-463,-4,22618,30237,435,21346,30174,458,1272,63,-23
TRLH3/33,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/33?gameHash=c45903c6a89a7f70&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 17:52:02,1,3.15,200,Red,team,,Gambit Gaming,,Kassadin,Nidalee,Elise,,,1924,0,5,21,8,5,21,0,0,0,0,0,,,,0.1559,0.8108,1,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,0,1,10,0,0,0,2,54372,1695.5925,,66,2.0582,13,0.4054,2,0,0,45225,25427,792.9418,,36915,-0.0827112,,739,173,144,29,28.4407,13970,17656,249,13851,17193,245,119,463,4,21346,30174,458,22618,30237,435,-1272,-63,23
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,1,Blue,top,YoungBuck,Copenhagen Wolves,Shyvana,Lee Sin,Annie,Yasuo,,,2474,1,4,2,6,14,9,0,0,0,0,0,0,0,0,0.3395,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,25351,614.8181,0.261439,16,0.388,5,0.1213,2,0,0,14759,9754,236.5562,0.212848,10530,,269,254,15,7,8,6.5238,3268,4433,83,3199,4336,82,69,97,1,5036,7218,134,5203,7344,144,-167,-126,-10
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,2,Blue,jng,Amazing,Copenhagen Wolves,Elise,Lee Sin,Annie,Yasuo,,,2474,1,4,0,9,14,9,0,0,0,0,0,0,0,0,0.3395,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,19451,471.73,0.200594,19,0.4608,3,0.0728,1,0,0,14271,9266,224.7211,0.2022,9430,,148,48,100,83,17,3.5893,2810,3945,38,2681,4014,40,129,-69,-2,4229,5702,60,4231,6294,65,-2,-592,-5
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,3,Blue,mid,cowTard,Copenhagen Wolves,Kayle,Lee Sin,Annie,Yasuo,,,2474,1,4,1,5,14,9,1,0,0,0,0,0,0,0,0.3395,0.5578,,,,,,,,,,,,,,,,,,,,,,,,1,0,19729,478.4721,0.203461,13,0.3153,2,0.0485,1,0,0,15724,10719,259.9596,0.233905,11115,,311,284,27,23,4,7.5424,2873,4638,74,3024,4892,71,-151,-254,3,4566,7519,125,4764,7465,120,-198,54,5
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,4,Blue,bot,FORG1VEN,Copenhagen Wolves,Lucian,Lee Sin,Annie,Yasuo,,,2474,1,1,3,9,14,9,0,0,0,0,0,0,0,0,0.3395,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,22811,553.2175,0.235245,10,0.2425,4,0.097,0,0,0,15457,10452,253.4842,0.228079,10078,,336,281,55,51,4,8.1487,2684,2630,62,3169,3008,60,-485,-378,2,4385,4711,114,5187,4880,101,-802,-169,13
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,5,Blue,sup,Unlimited,Copenhagen Wolves,Lulu,Lee Sin,Annie,Yasuo,,,2474,1,1,3,10,14,9,0,0,0,0,0,0,0,1,0.3395,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,9625,233.4276,0.0992606,38,0.9216,2,0.0485,3,0,0,10640,5635,136.6613,0.122968,7570,,16,13,3,2,1,0.388,2157,3065,6,1898,2919,3,259,146,3,2978,4292,7,2958,4292,9,20,0,-2
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,6,Red,top,Wickd,Alliance,Renekton,Kassadin,Kha'Zix,Ziggs,,,2474,0,1,2,2,9,14,0,0,0,0,0,0,0,0,0.2183,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,12183,295.4648,0.147171,14,0.3395,4,0.097,2,0,0,12056,7051,171.0024,0.237413,9405,,289,265,24,24,0,7.0089,3199,4336,82,3268,4433,83,-69,-97,-1,5203,7344,144,5036,7218,134,167,126,10
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,7,Red,jng,Shook,Alliance,Vi,Kassadin,Kha'Zix,Ziggs,,,2474,0,1,2,6,9,14,0,0,0,0,1,0,1,0,0.2183,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,6316,153.177,0.0762977,13,0.3153,3,0.0728,3,0,0,9928,4923,119.3937,0.165765,7650,,115,26,89,88,1,2.789,2681,4014,40,2810,3945,38,-129,69,2,4231,6294,65,4229,5702,60,2,592,5
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,8,Red,mid,Froggen,Alliance,Gragas,Kassadin,Kha'Zix,Ziggs,,,2474,0,2,1,2,9,14,0,0,0,0,0,0,0,0,0.2183,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,1,30868,748.6176,0.372887,14,0.3395,1,0.0243,0,0,0,12905,7900,191.5926,0.265998,8675,,342,316,26,23,3,8.2943,3024,4892,71,2873,4638,74,151,254,-3,4764,7465,120,4566,7519,125,198,-54,-5
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,9,Red,bot,Tabzz,Alliance,Caitlyn,Kassadin,Kha'Zix,Ziggs,,,2474,0,4,5,2,9,14,0,0,0,0,1,1,0,0,0.2183,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,24575,595.9984,0.296868,6,0.1455,1,0.0243,0,0,0,12791,7786,188.8278,0.26216,8035,,267,241,26,23,3,6.4753,3169,3008,60,2684,2630,62,485,378,-2,5187,4880,101,4385,4711,114,802,169,-13
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,10,Red,sup,Nyph,Alliance,Thresh,Kassadin,Kha'Zix,Ziggs,,,2474,0,1,4,4,9,14,0,0,0,0,1,0,1,0,0.2183,0.5578,,,,,,,,,,,,,,,,,,,,,,,,0,0,8839,214.3654,0.106776,44,1.0671,5,0.1213,5,0,0,7044,2039,49.4503,0.0686644,5090,,29,29,0,0,0,0.7033,1898,2919,3,2157,3065,6,-259,-146,-3,2958,4292,9,2978,4292,7,-20,0,2
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,100,Blue,team,,Copenhagen Wolves,,Lee Sin,Annie,Yasuo,,,2474,1,14,9,39,14,9,1,0,0,0,0,,,,0.3395,0.5578,0,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,0,10,4,1,1,1,0,96967,2351.6653,,96,2.3282,16,0.388,7,0,0,70851,45828,1111.4309,,48723,0.225353,,880,200,166,34,26.1924,13792,18711,263,13971,19169,256,-179,-458,7,21194,29442,440,22343,30275,439,-1149,-833,1
TRLH3/44,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/44?gameHash=fbc64f032b61b97a&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 19:16:29,1,3.15,200,Red,team,,Alliance,,Kassadin,Kha'Zix,Ziggs,,,2474,0,9,14,16,9,14,0,0,0,0,1,,,,0.2183,0.5578,1,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,1,4,10,0,0,0,1,82781,2007.6233,,91,2.207,14,0.3395,10,0,0,54724,29701,720.3153,,38855,-0.225353,,877,165,158,7,25.2708,13971,19169,256,13792,18711,263,179,458,-7,22343,30275,439,21194,29442,440,1149,833,-1
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,1,Blue,top,Wickd,Alliance,Shyvana,Kassadin,Annie,Orianna,,,2629,0,1,3,4,8,15,0,0,0,0,0,0,0,1,0.1826,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,17493,399.2316,0.215574,17,0.388,6,0.1369,0,0,0,14049,8750,199.6957,0.227924,9720,,331,314,17,10,7,7.5542,2912,4257,72,3100,4568,80,-188,-311,-8,4992,7525,130,4688,7434,135,304,91,-5
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,2,Blue,jng,Shook,Alliance,Lee Sin,Kassadin,Annie,Orianna,,,2629,0,0,1,5,8,15,0,0,0,0,0,0,0,0,0.1826,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,5495,125.4089,0.0677174,29,0.6618,4,0.0913,1,0,0,11437,6138,140.0837,0.159885,7965,,154,46,108,95,13,3.5146,2704,3736,50,2318,3189,41,386,547,9,4123,5747,72,3372,5513,62,751,234,10
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,3,Blue,mid,Froggen,Alliance,Gragas,Kassadin,Annie,Orianna,,,2629,0,2,3,4,8,15,0,0,0,0,0,0,0,0,0.1826,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,34506,787.5086,0.425234,14,0.3195,0,0,0,0,0,15850,10551,240.7988,0.274838,10570,,402,365,37,26,11,9.1746,3129,5047,85,3320,4590,78,-191,457,7,4992,8408,144,5079,7713,138,-87,695,6
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,4,Blue,bot,Tabzz,Alliance,Vayne,Kassadin,Annie,Orianna,,,2629,0,3,3,1,8,15,1,0,0,0,0,0,0,0,0.1826,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,2,18203,415.4355,0.224324,7,0.1598,3,0.0685,0,0,0,14451,9152,208.8703,0.238396,7965,,284,249,35,27,8,6.4816,3191,2887,81,2708,2642,69,483,245,12,5089,4772,131,3897,4270,97,1192,502,34
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,5,Blue,sup,Nyph,Alliance,Thresh,Kassadin,Annie,Orianna,,,2629,0,2,5,3,8,15,0,0,0,0,0,0,0,0,0.1826,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,5449,124.3591,0.0671506,52,1.1868,12,0.2739,6,0,0,9098,3799,86.7022,0.0989567,7370,,61,61,0,0,0,1.3922,1987,2887,3,1630,2554,1,357,333,2,2861,4449,12,2644,3592,2,217,857,10
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,6,Red,top,sOAZ,Fnatic,Renekton,Yasuo,Elise,LeBlanc,,,2629,1,3,1,7,15,8,0,0,0,0,1,0,1,0,0.3423,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,19366,441.9779,0.206995,17,0.388,6,0.1369,0,0,0,15282,9983,227.8357,0.21689,9225,,326,316,10,10,0,7.4401,3100,4568,80,2912,4257,72,188,311,8,4688,7434,135,4992,7525,130,-304,-91,5
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,7,Red,jng,Cyanide,Fnatic,Vi,Yasuo,Elise,LeBlanc,,,2629,1,1,4,4,15,8,0,0,0,0,0,0,0,0,0.3423,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,5841,133.3054,0.0624319,18,0.4108,2,0.0456,0,0,0,11474,6175,140.9281,0.134157,8465,,132,31,101,95,6,3.0126,2318,3189,41,2704,3736,50,-386,-547,-9,3372,5513,62,4123,5747,72,-751,-234,-10
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,8,Red,mid,xPeke,Fnatic,Ziggs,Yasuo,Elise,LeBlanc,,,2629,1,3,3,6,15,8,0,0,0,0,1,1,0,0,0.3423,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,42017,958.9273,0.449101,19,0.4336,5,0.1141,1,0,0,17967,12668,289.1137,0.275225,13575,,465,406,59,50,9,10.6124,3320,4590,78,3129,5047,85,191,-457,-7,5079,7713,138,4992,8408,144,87,-695,-6
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,9,Red,bot,Rekkles,Fnatic,Jinx,Yasuo,Elise,LeBlanc,,,2629,1,7,0,5,15,8,1,0,0,0,0,0,0,0,0.3423,0.5249,,,,,,,,,,,,,,,,,,,,,,,,2,0,21954,501.0422,0.234657,11,0.251,3,0.0685,0,0,0,17463,12164,277.6113,0.264275,11085,,371,320,51,48,3,8.4671,2708,2642,69,3191,2887,81,-483,-245,-12,3897,4270,97,5089,4772,131,-1192,-502,-34
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,10,Red,sup,YellOwStaR,Fnatic,Leona,Yasuo,Elise,LeBlanc,,,2629,1,1,0,8,15,8,0,0,0,0,0,0,0,0,0.3423,0.5249,,,,,,,,,,,,,,,,,,,,,,,,0,0,4380,99.962,0.0468159,61,1.3922,14,0.3195,3,0,0,10337,5038,114.9791,0.109454,7710,,21,21,0,0,0,0.4793,1630,2554,1,1987,2887,3,-357,-333,-2,2644,3592,2,2861,4449,12,-217,-857,-10
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,100,Blue,team,,Alliance,,Kassadin,Annie,Orianna,,,2629,0,8,15,17,8,15,1,0,0,0,0,,,,0.1826,0.5249,1,0,0,0,0,0,0,0,0,,0,0,,,,0,0,1,1,4,8,1,1,0,3,81146,1851.9437,,119,2.7159,25,0.5706,7,0,0,64885,38390,876.1506,,43590,-0.138174,,1035,197,158,39,28.1172,13923,18814,291,13076,17543,269,847,1271,22,22057,30901,489,19680,28522,434,2377,2379,55
TRLH3/76,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/76?gameHash=fdae41209fb2d1ec&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 21:28:45,1,3.15,200,Red,team,,Fnatic,,Yasuo,Elise,LeBlanc,,,2629,1,15,8,30,15,8,1,0,0,0,1,,,,0.3423,0.5249,0,0,0,0,0,0,0,0,0,,0,0,,,,1,1,0,0,8,4,0,0,3,0,93558,2135.2149,,126,2.8756,30,0.6847,4,0,0,72523,46028,1050.4679,,50060,0.138174,,1094,221,203,18,30.0114,13076,17543,269,13923,18814,291,-847,-1271,-22,19680,28522,434,22057,30901,489,-2377,-2379,-55
TRLH3/85,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/85?gameHash=aef2ff303f049dd0&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 22:37:18,1,3.15,1,Blue,top,Darien,Gambit Gaming,Warwick,Kayle,Annie,Elise,,,1837,1,4,1,10,25,6,0,0,0,0,0,0,0,0,0.8165,1.0125,,,,,,,,,,,,,,,,,,,,,,,,0,0,10769,351.7365,0.148986,9,0.294,2,0.0653,0,0,0,12883,9089,296.8645,0.201691,6480,,226,222,4,0,4,7.3816,2990,4699,86,3227,4699,90,-237,0,-4,4542,7389,136,4739,7436,137,-197,-47,-1
TRLH3/85,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/85?gameHash=aef2ff303f049dd0&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 22:37:18,1,3.15,2,Blue,jng,Diamondprox,Gambit Gaming,Lee Sin,Kayle,Annie,Elise,,,1837,1,3,1,13,25,6,0,0,0,0,0,0,0,0,0.8165,1.0125,,,,,,,,,,,,,,,,,,,,,,,,0,0,6504,212.4333,0.0899809,25,0.8165,2,0.0653,0,0,0,11442,7648,249.7986,0.169713,6170,,108,21,87,68,19,3.5275,2925,3701,47,2669,3382,39,256,319,8,4047,5746,66,4097,6105,69,-50,-359,-3
TRLH3/85,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/85?gameHash=aef2ff303f049dd0&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 22:37:18,1,3.15,3,Blue,mid,Alex Ich,Gambit Gaming,Kha'Zix,Kayle,Annie,Elise,,,1837,1,11,3,8,25,6,1,1,1,0,0,0,0,1,0.8165,1.0125,,,,,,,,,,,,,,,,,,,,,,,,1,0,23846,778.8568,0.329902,7,0.2286,0,0,0,0,0,15616,11822,386.1296,0.26234,9237,,284,208,76,59,17,9.276,3257,5001,85,3471,4801,83,-214,200,2,5465,9273,149,4786,7176,127,679,2097,22
TRLH3/85,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/85?gameHash=aef2ff303f049dd0&amp;tab=overview,EU LCS,2014,Spring,0,2014-01-14 22:37:18,1,3.15,4,Blue,bot,Genja,Gambit Gaming,Jinx,Kayle,Annie,Elise,,,1837,1,4,0,12,25,6,0,0,0,0,0,0,0,0,0.8165,1.0125,,,,,,,,,,,,,,,,,,,,,,,,0,0,18301,597.7463,0.253189,9,0.294,0,0,0,0,0,14508,10714,349.9401,0.237752,6010,,276,247,29,13,16,9.0147,2463,2459,54,2930,2724,74,-467,-265,-20,4124,4425,112,4401,4486,121,-277,-61,-9
